symbol,name,sector,industry,market_cap_usd
VSTM,Verastem Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,372584229.0
VNDA,Vanda Pharmaceuticals Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,372239129.0
PBFS,Pioneer Bancorp Inc. Common Stock,Finance,Banks,372139727.0
QUAD,Quad Graphics Inc Class A Common Stock,Consumer Discretionary,Publishing,371744161.0
VMD,Viemed Healthcare Inc. Common Shares,Health Care,Misc Health and Biotechnology Services,369950139.0
KELYA,Kelly Services Inc. Class A Common Stock,Consumer Discretionary,Professional Services,369573565.0
CTEV,Claritev Corporation Class A Common Stock,Consumer Discretionary,Business Services,369425588.0
NC,NACCO Industries Inc. Common Stock,Energy,Coal Mining,369414484.0
PKBK,Parke Bancorp Inc. Common Stock,Finance,Major Banks,369407616.0
YEXT,Yext Inc. Common Stock,Technology,EDP Services,368492862.0
GNE,Genie Energy Ltd. Class B Common Stock Stock,Utilities,Power Generation,367803555.0
PLBC,Plumas Bancorp,Finance,Finance Companies,366942042.0
ORBS,Eightco Holdings Inc. Common Stock,,,366554506.0
QUIK,QuickLogic Corporation Common Stock,Technology,Semiconductors,366500849.0
ATLCP,Atlanticus Holdings Corporation 7.625% Series B Cumulative Perpetual Preferred Stock no par value per share,Finance,Finance: Consumer Services,364868322.0
SSSS,SuRo Capital Corp. Common Stock,Finance,Finance: Consumer Services,364200806.0
ALTO,Alto Ingredients Inc. Common Stock,Industrials,Major Chemicals,364180219.0
CNXU,Conexeu Sciences Inc. Common Stock,Health Care,Industrial Specialties,363727022.0
SAR,Saratoga Investment Corp New,Finance,Investment Managers,361632038.0
MYGN,Myriad Genetics Inc. Common Stock,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,360792162.0
DUOT,Duos Technologies Group Inc. Common Stock,Technology,Computer Software: Prepackaged Software,360678669.0
PBYI,Puma Biotechnology Inc Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,360368148.0
DBI,Designer Brands Inc. Class A Common Stock,Consumer Discretionary,Clothing/Shoe/Accessory Stores,360321599.0
HVT,Haverty Furniture Companies Inc. Common Stock,Consumer Discretionary,Other Specialty Stores,359731140.0
MPTI,M-tron Industries Inc. Common Stock,Technology,Industrial Machinery/Components,358679769.0
LRMR,Larimar Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,358396133.0
MTRX,Matrix Service Company Common Stock,Consumer Discretionary,Engineering & Construction,358143911.0
LE,Lands' End Inc. Common Stock,Consumer Discretionary,Clothing/Shoe/Accessory Stores,358034316.0
ATOM,Atomera Incorporated Common Stock,Technology,Semiconductors,357740460.0
CDZI,CADIZ Inc. Common Stock,Utilities,Water Supply,356946284.0
BLND,Blend Labs Inc. Class A Common Stock,Technology,Computer Software: Programming Data Processing,355911484.0
FRST,Primis Financial Corp. Common Stock,Finance,Major Banks,354983792.0
AVIR,Atea Pharmaceuticals Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,353719778.0
NUCL,Eagle Nuclear Energy Corp. Common stock,Basic Materials,Other Metals and Minerals,353472790.0
VHI,Valhi Inc. Common Stock,Basic Materials,Major Chemicals,352929594.0
ACCO,Acco Brands Corporation Common Stock,Consumer Discretionary,Publishing,352424773.0
MCI,Barings Corporate Investors Common Stock,Finance,Trusts Except Educational Religious and Charitable,351946059.0
KTF,DWS Municipal Income Trust,Finance,Finance Companies,351558348.0
GSIT,GSI Technology Common Stock,Technology,Semiconductors,349558721.0
PCB,PCB Bancorp Common Stock,Finance,Major Banks,349320102.0
IMRX,Immuneering Corporation Class A Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,348718997.0
TTGT,TechTarget Inc. Common Stock,Telecommunications,Telecommunications Equipment,348483315.0
PMO,Putnam Municipal Opportunities Trust Common Stock,Finance,Finance Companies,348311062.0
TLS,Telos Corporation Common Stock,Technology,EDP Services,347160972.0
IRD,Opus Genetics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,346744996.0
USNA,USANA Health Sciences Inc. Common Stock,Health Care, Medicinal Chemicals and Botanical Products ,345996826.0
NL,NL Industries Inc. Common Stock,Basic Materials,Major Chemicals,344482275.0
MLP,Maui Land & Pineapple Company Inc. Common Stock,Finance,Real Estate,343657684.0
CUB,Lionheart Holdings Class A Ordinary Shares,Industrials,Industrial Machinery/Components,343418307.0
CLPT,ClearPoint Neuro Inc. Common Stock,Health Care,Medical/Dental Instruments,343080601.0
FENC,Fennec Pharmaceuticals Inc. Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),342992130.0
NMRA,Neumora Therapeutics Inc. Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),342775851.0
ORGO,Organogenesis Holdings Inc. Class A Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,342274298.0
FWDI,Forward Industries Inc. Common Stock,Industrials,Plastic Products,342033021.0
PPT,Putnam Premier Income Trust Common Stock,Finance,Finance Companies,341381942.0
CHSCP,CHS Inc. 8%  Cumulative Redeemable Preferred Stock,Industrials,Farming/Seeds/Milling,341162911.0
BRCB,Black Rock Coffee Bar Inc. Class A Common Stock,Consumer Discretionary,Restaurants,340880046.0
PRLD,Prelude Therapeutics Incorporated Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,340085461.0
USCB,USCB Financial Holdings Inc. Class A Common Stock,Finance,Major Banks,340073818.0
PALI,Palisade Bio Inc. Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),338480357.0
BGS,B&G Foods Inc. Common Stock,Consumer Staples,Packaged Foods,338466394.0
FGBIP,First Guaranty Bancshares Inc. 6.75% Series A Fixed-Rate Non-Cumulative Perpetual Preferred Stock,Finance,Savings Institutions,338340296.0
BCML,BayCom Corp Common Stock,Finance,Major Banks,338297920.0
TSSI,TSS Inc. Common Stock,Consumer Discretionary,Professional Services,337168212.0
YDES,YD Bio Limited Ordinary Shares,Health Care,Medical Specialities,336448894.0
RMNI,Rimini Street Inc. (DE) Common Stock,Consumer Discretionary,Business Services,335992800.0
SIGA,SIGA Technologies Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,335668774.0
ARTNA,Artesian Resources Corporation Class A Common Stock,Utilities,Water Supply,334924769.0
MSB,Mesabi Trust Common Stock,Industrials,Precious Metals,334035455.0
GREEL,Greenidge Generation Holdings Inc. 8.50% Senior Notes due 2026,Finance,Finance: Consumer Services,333843782.0
AII,American Integrity Insurance Group Inc. Common Stock,Finance,Property-Casualty Insurers,333239797.0
CHMG,Chemung Financial Corp Common Stock,Finance,Major Banks,332278391.0
CV,CapsoVision Inc. Common Stock,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,331758211.0
NECB,NorthEast Community Bancorp Inc. Common Stock,Finance,Banks,331431614.0
MVBF,MVB Financial Corp. Common Stock,Finance,Major Banks,331270448.0
WSBF,Waterstone Financial Inc. Common Stock (MD),Finance,Savings Institutions,330912993.0
WEYS,Weyco Group Inc. Common Stock,Consumer Staples,Apparel,330767409.0
CARL,Carlsmed Inc. Common Stock,Health Care,Medical/Dental Instruments,329209539.0
RGNX,REGENXBIO Inc. Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),328279893.0
AVBH,Avidbank Holdings Inc. Common stock,Finance,Commercial Banks,327669045.0
VGZ,Vista Gold Corp Common Stock,Basic Materials,Precious Metals,326975815.0
BNED,Barnes & Noble Education Inc Common Stock,Consumer Discretionary,Other Specialty Stores,326842014.0
NWFL,Norwood Financial Corp. Common Stock,Finance,Major Banks,326503156.0
SPCE,Virgin Galactic Holdings Inc. Common Stock,Consumer Discretionary,Transportation Services,326214339.0
CION,CION Investment Corporation Common Stock,Finance,Finance/Investors Services,326119326.0
ESOA,Energy Services of America Corporation Common Stock,Industrials,Water Sewer Pipeline Comm & Power Line Construction,325984592.0
RM,Regional Management Corp. Common Stock,Finance,Finance: Consumer Services,325600007.0
LCTX,Lineage Cell Therapeutics Inc. Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),324087784.0
IVVD,Invivyd Inc. Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),324068197.0
RCKT,Rocket Pharmaceuticals Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,323212905.0
NAUT,Nautilus Biotechnology Inc. Common Stock,Industrials,Biotechnology: Laboratory Analytical Instruments,322780292.0
FNLC,First Bancorp Inc  (ME) Common Stock,Finance,Major Banks,322261164.0
CHSCO,CHS Inc. Class B Cumulative Redeemable Preferred Stock,Industrials,Farming/Seeds/Milling,322017359.0
TENX,Tenax Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,321750179.0
OFSSH,OFS Capital Corporation 4.95% Notes due 2028,Finance,Finance Companies,320214064.0
ASYS,Amtech Systems Inc. Common Stock,Technology,Industrial Machinery/Components,320139863.0
PINE,Alpine Income Property Trust Inc. Common Stock,Real Estate,Real Estate Investment Trusts,318761637.0
DMAC,DiaMedica Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,318450569.0
SVCO,Silvaco Group Inc. Common Stock,Technology,Computer Software: Prepackaged Software,318386545.0
FJET,Starfighters Space Inc. Common Stock,Consumer Discretionary,Air Freight/Delivery Services,318052598.0
XOMAP,XOMA Royalty Corporation 8.625% Series A Cumulative Perpetual Preferred Stock,Health Care,Biotechnology: Pharmaceutical Preparations,317789700.0
XOMAO,XOMA Royalty Corporation Depositary Shares Rep Series B 8.375% Cumulative Preferred Stock,Health Care,Biotechnology: Pharmaceutical Preparations,317601585.0
EFT,Eaton Vance Floating Rate Income Trust Common Shares of Beneficial Interest,Finance,Finance Companies,316503715.0
ELMD,Electromed Inc. Common Stock,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,316464046.0
WNC,Wabash National Corporation Common Stock,Industrials,Construction/Ag Equipment/Trucks,316036724.0
CHSCL,CHS Inc Class B Cumulative Redeemable Preferred Stock Series 4,Industrials,Farming/Seeds/Milling,315881357.0
TYGO,Tigo Energy Inc. Common Stock,Technology,Semiconductors,315788903.0
SBC,SBC Medical Group Holdings Incorporated Common Stock,Health Care,Medical/Nursing Services,315740115.0
ISBA,Isabella Bank Corporation Common stock,Finance,Major Banks,315593425.0
OPTU,Optimum Communications Inc. Class A common stock,Telecommunications,Cable & Other Pay Television Services,314993425.0
TSBK,Timberland Bancorp Inc. Common Stock,Finance,Banks,314370592.0
AENT,Alliance Entertainment Holding Corporation Class A Common Stock,Consumer Discretionary,Durable Goods,314003721.0
SSP,E.W. Scripps Company (The) Class A Common Stock,Industrials,Broadcasting,313069618.0
RPAY,Repay Holdings Corporation Class A Common Stock,Consumer Discretionary,Business Services,312959042.0
TCPC,BlackRock TCP Capital Corp. Common Stock,Finance,Finance/Investors Services,312957351.0
RZLT,Rezolute Inc. Common Stock (NV),Health Care,Biotechnology: Pharmaceutical Preparations,312950076.0
MBI,MBIA Inc. Common Stock,Finance,Property-Casualty Insurers,311716319.0
CXDO,Crexendo Inc. Common Stock,Telecommunications,Telecommunications Equipment,311511735.0
GBAB,Guggenheim Taxable Municipal Bond & Investment Grade Debt Trust Common Shares of Beneficial Interest,Finance,Investment Managers,311316980.0
TCI,Transcontinental Realty Investors Inc. Common Stock,Real Estate,Real Estate Investment Trusts,311015376.0
CHSCN,CHS Inc Preferred Class B Series 2 Reset Rate,Industrials,Farming/Seeds/Milling,310972556.0
SLP,Simulations Plus Inc. Common Stock,Technology,EDP Services,310558258.0
BKTI,BK Technologies Corporation Common Stock,Technology,Radio And Television Broadcasting And Communications Equipment,310356572.0
ABEO,Abeona Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,310053583.0
VALU,Value Line Inc. Common Stock,Finance,Investment Managers,309778854.0
SWKHL,SWK Holdings Corporation 9.00% Senior Notes due 2027,,,309758471.0
COSO,CoastalSouth Bancshares Inc. Common Stock,Finance,Major Banks,309072436.0
CHSCM,CHS Inc Class B Reset Rate Cumulative Redeemable Preferred Stock Series 3,Industrials,Farming/Seeds/Milling,307607573.0
SEG,Seaport Entertainment Group Inc. Common Stock,Consumer Discretionary,Services-Misc. Amusement & Recreation,307245840.0
ARMP,Armata Pharmaceuticals Inc. Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),306902372.0
ALCO,Alico Inc. Common Stock,,,306368468.0
SRZN,Surrozen Inc. Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),306165483.0
CZFS,Citizens Financial Services Inc. Common Stock,Finance,Major Banks,305593930.0
PTLO,Portillo's Inc. Class A Common Stock,Consumer Discretionary,Restaurants,305496181.0
HLLY,Holley Inc. Common Stock,Consumer Discretionary,Auto Parts:O.E.M.,304873631.0
DMRC,Digimarc Corporation Common Stock,Technology,EDP Services,304270218.0
FBYDW,Falcon's Beyond Global Inc. Warrants,Consumer Discretionary,Services-Misc. Amusement & Recreation,303105530.0
SI,Shoulder Innovations Inc. Common Stock,Health Care,Medical/Dental Instruments,302778100.0
STRT,STRATTEC SECURITY CORPORATION Common Stock,Consumer Discretionary,Auto Parts:O.E.M.,302712200.0
PDYN,Palladyne AI Corp. Common Stock,Technology,Computer Software: Prepackaged Software,302363040.0
CMTG,Claros Mortgage Trust Inc. Common Stock,Finance,Real Estate,301470343.0
RDNW,RideNow Group Inc. Class B Common Stock,Technology,EDP Services,301365845.0
FLXS,Flexsteel Industries Inc. Common Stock,Consumer Discretionary,Home Furnishings,301034398.0
FUND,Sprott Focus Trust Inc. Common Stock,Finance,Investment Managers,300780604.0
ELDN,Eledon Pharmaceuticals Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,300260631.0
PMM,Putnam Managed Municipal Income Trust Common Stock,Finance,Investment Managers,300231063.0
AIRJ,AirJoule Technologies Corporation Class A Common Stock,Industrials,Industrial Machinery/Components,299225874.0
RC,Ready Capital Corporation Common Stock,Real Estate,Real Estate Investment Trusts,299046519.0
OFLX,Omega Flex Inc. Common Stock,Industrials,Industrial Specialties,298892874.0
SABS,SAB Biotherapeutics Inc. Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),298209967.0
JMSB,John Marshall Bancorp Inc. Common Stock,Finance,Major Banks,297203416.0
CABO,Cable One Inc. Common Stock,Telecommunications,Cable & Other Pay Television Services,296576755.0
BRBS,Blue Ridge Bankshares Inc. Common Stock,Finance,Major Banks,294910412.0
ASLE,AerSale Corporation Common Stock,Consumer Discretionary,Industrial Specialties,294857653.0
ISSC,Innovative Solutions and Support Inc. Common Stock,Technology,EDP Services,293619978.0
CNDT,Conduent Incorporated Common Stock ,Consumer Discretionary,Business Services,291582010.0
NAGE,Niagen Bioscience Inc. Common Stock,Health Care, Medicinal Chemicals and Botanical Products ,291498237.0
FNKO,Funko Inc. Class A Common Stock,Consumer Discretionary,Recreational Games/Products/Toys,291399781.0
FCNCN,First Citizens BancShares Inc. Depositary Shares each representing a 1/40th interest in a share of 6.625% Non-Cumulative Perpetual Preferred Stock Series E,Finance,Major Banks,291180657.0
PPHC,Public Policy Holding Company Inc. Common Stock,,,290306697.0
LODE,Comstock Inc. Common Stock,Industrials,Major Chemicals,289987981.0
ONIT,Onity Group Inc. Common Stock,Finance,Finance: Consumer Services,289812549.0
ARDC,Ares Dynamic Credit Allocation Fund Inc. Common Shares,Finance,Investment Managers,289415680.0
ZNTL,Zentalis Pharmaceuticals Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,289016573.0
REI,Ring Energy Inc. Common Stock,Energy,Oil & Gas Production,288984668.0
MGNX,MacroGenics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,287940947.0
NUS,Nu Skin Enterprises Inc. Common Stock,Health Care,Other Pharmaceuticals,287904720.0
OCCIN,OFS Credit Company Inc. 5.25% Series E Term Preferred Stock Due 2026,Finance,Trusts Except Educational Religious and Charitable,287508623.0
EU,enCore Energy Corp. Common Shares,Basic Materials,Other Metals and Minerals,287464846.0
